Sum of actual_lead_time_days,Sum of delay_days,Sum of base_lead_time_days,delivery_status,delay_days (bins),destination_city,disruption_event,Sum of geopolitical_risk_index,Sum of inflation_rate_pct,Sum of is_delayed,Sum of lead_time_variance_days,mitigation_action_taken,Sum of on_time_flag,order_date,Sum of order_weight_kg,order_id,origin_city,product_category,risk_band,Sum of risk_bucket,Sum of risk_score,route_type,Sum of scheduled_lead_time_days,Sum of shipping_cost_usd,transportation_mode,Sum of weather_severity_index
24,0,24,On Time,0,"Felixstowe, UK",None,0.75,2.61,0,-2,Standard Shipping,1,2025-06-16 00:00:00,399,ORD-51D60A11,"Mumbai, IN",Raw Materials,Medium,2,2.19,Suez,26,349.12,Sea,3.8
24,0,24,On Time,0,"Felixstowe, UK",None,0.14,0.5,0,-1,Standard Shipping,1,2025-06-16 00:00:00,1271,ORD-9CB8DF74,"Mumbai, IN",Auto Parts,High,3,3.278,Suez,25,724.47,Sea,8.9
3,0,3,On Time,0,"Felixstowe, UK",None,0.35,3.27,0,-3,Standard Shipping,1,2025-06-19 00:00:00,5839,ORD-C6A1071F,"Mumbai, IN",Semiconductors,Medium,2,2.422,Suez,6,43354.58,Air,4.6
26,0,24,On Time,0,"Felixstowe, UK",None,0.41,2.93,0,-1,Standard Shipping,1,2025-06-19 00:00:00,1034,ORD-DCBB8C59,"Mumbai, IN",Consumer Electronics,Low,1,0.806,Suez,27,728.97,Sea,0.1
23,0,24,On Time,0,"Felixstowe, UK",None,0.46,3.27,0,-4,Standard Shipping,1,2025-06-29 00:00:00,541,ORD-5F187E1F,"Mumbai, IN",Auto Parts,High,3,3.416,Suez,27,394.93,Sea,7.3
24,0,24,On Time,0,"Felixstowe, UK",None,0.7,1.89,0,-1,Standard Shipping,1,2025-06-29 00:00:00,4060,ORD-6FC42D3F,"Mumbai, IN",Auto Parts,Medium,2,2.583,Suez,25,3451,Sea,5.4
24,0,24,On Time,0,"Felixstowe, UK",None,0.42,3.13,0,-2,Standard Shipping,1,2025-07-03 00:00:00,8180,ORD-C8A6E953,"Mumbai, IN",Consumer Electronics,Low,1,1.445,Suez,26,5807.8,Sea,1.8
24,0,24,On Time,0,"Felixstowe, UK",None,0.21,6.25,0,-3,Standard Shipping,1,2025-07-06 00:00:00,3830,ORD-6EC46C5A,"Mumbai, IN",Raw Materials,High,3,3.935,Suez,27,2317.15,Sea,7.4
24,0,24,On Time,0,"Felixstowe, UK",None,0.47,3.22,0,-3,Standard Shipping,1,2025-07-06 00:00:00,9570,ORD-F5BD32F8,"Mumbai, IN",Textiles,Medium,2,2.711,Suez,27,7033.95,Sea,5.3
23,0,24,On Time,0,"Felixstowe, UK",None,0.19,2.51,0,-4,Standard Shipping,1,2025-07-09 00:00:00,7058,ORD-43BEC64F,"Mumbai, IN",Perishable Foods,Medium,2,2.758,Suez,27,4199.51,Sea,6.2
24,0,24,On Time,0,"Felixstowe, UK",None,0.79,3.15,0,-3,Standard Shipping,1,2025-07-11 00:00:00,4956,ORD-5933B38A,"Mumbai, IN",Textiles,High,3,3.856,Suez,27,4435.62,Sea,8.2
24,0,24,On Time,0,"Felixstowe, UK",None,0.88,5.12,0,-1,Standard Shipping,1,2025-07-13 00:00:00,2287,ORD-0580676F,"Mumbai, IN",Auto Parts,Medium,2,3.03,Suez,25,2149.78,Sea,4.6
24,0,24,On Time,0,"Felixstowe, UK",None,0.65,4.64,0,-2,Standard Shipping,1,2025-07-14 00:00:00,2765,ORD-380EE7FF,"Mumbai, IN",Raw Materials,Medium,2,2.446,Suez,26,2281.12,Sea,3.5
24,0,24,On Time,0,"Felixstowe, UK",None,0.22,4.45,0,-3,Standard Shipping,1,2025-07-21 00:00:00,4113,ORD-7C60D084,"Mumbai, IN",Semiconductors,Medium,2,2.109,Suez,27,2508.93,Sea,3.2
25,0,24,On Time,0,"Felixstowe, UK",None,0.49,1.78,0,-2,Standard Shipping,1,2025-07-22 00:00:00,708,ORD-3EBF102B,"Mumbai, IN",Semiconductors,Medium,2,2.992,Suez,27,527.46,Sea,6.9
23,0,24,On Time,0,"Felixstowe, UK",None,0.6,5.43,0,-2,Standard Shipping,1,2025-07-23 00:00:00,2358,ORD-782DBDB9,"Mumbai, IN",Consumer Electronics,Medium,2,2.686,Suez,25,1886.4,Sea,3.8
24,0,24,On Time,0,"Felixstowe, UK",None,0.14,2.14,0,-2,Standard Shipping,1,2025-07-24 00:00:00,7306,ORD-EC708CFC,"Mumbai, IN",Raw Materials,Low,1,1.331,Suez,26,4164.42,Sea,2.4
24,0,24,On Time,0,"Felixstowe, UK",None,0.19,3.86,0,-3,Standard Shipping,1,2025-07-25 00:00:00,8152,ORD-AC581636,"Mumbai, IN",Raw Materials,High,3,3.448,Suez,27,4850.44,Sea,7.4
24,0,24,On Time,0,"Felixstowe, UK",None,0.86,3.58,0,-2,Standard Shipping,1,2025-07-26 00:00:00,1943,ORD-57FD5E19,"Mumbai, IN",Raw Materials,High,3,3.553,Suez,26,1806.99,Sea,7
24,0,24,On Time,0,"Felixstowe, UK",None,0.55,5.55,0,-3,Standard Shipping,1,2025-07-28 00:00:00,4918,ORD-774FC793,"Mumbai, IN",Semiconductors,Low,1,2.058,Suez,27,3811.45,Sea,2
24,0,24,On Time,0,"Felixstowe, UK",None,0.78,1.95,0,-1,Standard Shipping,1,2025-07-30 00:00:00,5815,ORD-906882F8,"Mumbai, IN",Auto Parts,High,3,4.171,Suez,25,5175.35,Sea,9.8
24,0,24,On Time,0,"Felixstowe, UK",None,0.81,4.96,0,-2,Standard Shipping,1,2025-08-09 00:00:00,6425,ORD-8CA09329,"Mumbai, IN",Perishable Foods,Low,1,1.777,Suez,26,5814.62,Sea,1.2
24,0,24,On Time,0,"Felixstowe, UK",None,0.37,4.56,0,-2,Standard Shipping,1,2025-08-10 00:00:00,7886,ORD-95362640,"Mumbai, IN",Pharmaceuticals,Low,1,1.149,Suez,26,5401.91,Sea,0.2
24,0,24,On Time,0,"Felixstowe, UK",None,0.16,4.35,0,-3,Standard Shipping,1,2025-08-21 00:00:00,9004,ORD-5279AD57,"Mumbai, IN",Textiles,Low,1,1.747,Suez,27,5222.32,Sea,2.3
24,0,24,On Time,0,"Felixstowe, UK",None,0.47,2.08,0,-1,Standard Shipping,1,2025-08-23 00:00:00,7476,ORD-29382830,"Mumbai, IN",Perishable Foods,Low,1,0.733,Suez,25,5494.86,Sea,0.3
3,0,3,On Time,0,"Felixstowe, UK",None,0.46,5.64,0,-2,Standard Shipping,1,2025-08-31 00:00:00,6651,ORD-DFE89411,"Mumbai, IN",Pharmaceuticals,High,3,3.89,Suez,5,53407.53,Air,7.3
23,0,24,On Time,0,"Felixstowe, UK",None,0.61,1.02,0,-3,Standard Shipping,1,2025-09-09 00:00:00,9286,ORD-DB5EFDB7,"Mumbai, IN",Semiconductors,Low,1,1.529,Suez,26,7475.23,Sea,3
23,0,24,On Time,0,"Felixstowe, UK",None,0.27,5.17,0,-2,Standard Shipping,1,2025-09-11 00:00:00,2198,ORD-E603652C,"Mumbai, IN",Consumer Electronics,Medium,2,2.556,Suez,25,1395.73,Sea,4
25,0,24,On Time,0,"Felixstowe, UK",None,0.37,3.96,0,0,Standard Shipping,1,2025-09-13 00:00:00,9740,ORD-F4EA88D9,"Mumbai, IN",Auto Parts,Medium,2,2.674,Suez,25,6671.9,Sea,4.9
24,0,24,On Time,0,"Felixstowe, UK",None,0.8,2.25,0,-2,Standard Shipping,1,2025-09-14 00:00:00,6163,ORD-DA4EAD84,"Mumbai, IN",Auto Parts,High,3,3.365,Suez,26,5546.7,Sea,7.3
24,0,24,On Time,0,"Felixstowe, UK",None,0.85,2.61,0,-1,Standard Shipping,1,2025-09-15 00:00:00,4708,ORD-815930D1,"Mumbai, IN",Raw Materials,High,3,4.16,Suez,25,4354.9,Sea,9.3
23,0,24,On Time,0,"Felixstowe, UK",None,0.22,3.15,0,-3,Standard Shipping,1,2025-09-16 00:00:00,6219,ORD-C7A6E39D,"Mumbai, IN",Textiles,High,3,4.089,Suez,26,3793.59,Sea,9.6
24,0,24,On Time,0,"Felixstowe, UK",None,0.89,4.67,0,-2,Standard Shipping,1,2025-09-27 00:00:00,4310,ORD-6879E617,"Mumbai, IN",Perishable Foods,High,3,3.365,Suez,26,4072.95,Sea,5.8
24,0,24,On Time,0,"Felixstowe, UK",None,0.23,3.59,0,-1,Standard Shipping,1,2025-09-27 00:00:00,5254,ORD-CD46E977,"Mumbai, IN",Textiles,Low,1,1.732,Suez,25,3231.21,Sea,2.6
24,0,24,On Time,0,"Felixstowe, UK",None,0.85,4.18,0,-3,Standard Shipping,1,2025-09-27 00:00:00,6317,ORD-E2ED28A5,"Mumbai, IN",Textiles,Medium,2,3.179,Suez,27,5843.23,Sea,5.6
3,0,3,On Time,0,"Felixstowe, UK",None,0.11,3.48,0,-3,Standard Shipping,1,2025-09-28 00:00:00,1309,ORD-2D8C96B4,"Mumbai, IN",Pharmaceuticals,Low,1,1.096,Suez,6,7991.45,Air,1
25,0,24,On Time,0,"Felixstowe, UK",None,0.68,3.28,0,0,Standard Shipping,1,2025-09-28 00:00:00,7842,ORD-AD5C3565,"Mumbai, IN",Auto Parts,Low,1,1.487,Suez,25,6587.28,Sea,1.5
25,0,24,On Time,0,"Felixstowe, UK",None,0.43,4.24,0,0,Standard Shipping,1,2025-09-30 00:00:00,715,ORD-9FD4AB90,"Mumbai, IN",Consumer Electronics,High,3,3.702,Suez,25,511.22,Sea,7.6
24,0,24,On Time,0,"Felixstowe, UK",None,0.68,4.09,0,-1,Standard Shipping,1,2025-10-02 00:00:00,2260,ORD-3850B3B1,"Mumbai, IN",Auto Parts,Low,1,1.649,Suez,25,1898.4,Sea,1.5
2,0,3,On Time,0,"Felixstowe, UK",None,0.7,3.89,0,-2,Standard Shipping,1,2025-10-14 00:00:00,6926,ORD-71520796,"Mumbai, IN",Semiconductors,Low,1,1.723,Suez,4,64758.1,Air,1.8
22,0,24,On Time,0,"Felixstowe, UK",None,0.57,4.37,0,-3,Standard Shipping,1,2025-10-19 00:00:00,9571,ORD-194E76E9,"Mumbai, IN",Auto Parts,Low,1,1.411,Suez,25,7513.23,Sea,0.8
24,0,24,On Time,0,"Felixstowe, UK",None,0.66,3.73,0,-1,Standard Shipping,1,2025-10-24 00:00:00,4478,ORD-52836704,"Mumbai, IN",Consumer Electronics,High,3,3.598,Suez,25,3716.74,Sea,7.3
24,0,24,On Time,0,"Felixstowe, UK",None,0.61,3.36,0,-2,Standard Shipping,1,2025-10-29 00:00:00,9717,ORD-24004609,"Mumbai, IN",Perishable Foods,Medium,2,2.697,Suez,26,7822.18,Sea,5
24,0,24,On Time,0,"Felixstowe, UK",None,0.48,5.86,0,-3,Standard Shipping,1,2025-10-30 00:00:00,3896,ORD-4FAE28B5,"Mumbai, IN",Perishable Foods,Medium,2,3.138,Suez,27,2883.04,Sea,5
24,0,24,On Time,0,"Felixstowe, UK",None,0.44,3.81,0,-2,Standard Shipping,1,2025-11-01 00:00:00,2443,ORD-26B0D287,"Mumbai, IN",Consumer Electronics,High,3,4.145,Suez,26,1758.96,Sea,9.1
22,0,24,On Time,0,"Felixstowe, UK",None,0.45,3.9,0,-4,Standard Shipping,1,2025-11-04 00:00:00,5975,ORD-8553E9E9,"Mumbai, IN",Pharmaceuticals,Medium,2,2.418,Suez,26,4331.88,Sea,4.1
23,0,24,On Time,0,"Felixstowe, UK",None,0.67,3.32,0,-4,Standard Shipping,1,2025-11-06 00:00:00,5497,ORD-7DFEDC87,"Mumbai, IN",Textiles,Low,1,1.036,Suez,27,4589.99,Sea,0.2
24,0,24,On Time,0,"Felixstowe, UK",None,0.36,3.53,0,-3,Standard Shipping,1,2025-11-07 00:00:00,9862,ORD-4E7617D6,"Mumbai, IN",Consumer Electronics,Low,1,1.988,Suez,27,6706.16,Sea,3.2
24,0,24,On Time,0,"Felixstowe, UK",None,0.56,3.13,0,-1,Standard Shipping,1,2025-11-07 00:00:00,1918,ORD-B3A595E9,"Mumbai, IN",Consumer Electronics,Low,1,1.998,Suez,25,1496.04,Sea,3.2
4,0,3,On Time,0,"Felixstowe, UK",None,0.2,4.05,0,0,Standard Shipping,1,2025-11-07 00:00:00,5944,ORD-FFCB228C,"Mumbai, IN",Semiconductors,High,3,4.26,Suez,4,39230.4,Air,9.6
24,0,24,On Time,0,"Felixstowe, UK",None,0.57,2.89,0,-1,Standard Shipping,1,2025-11-08 00:00:00,2682,ORD-EFDE128E,"Mumbai, IN",Pharmaceuticals,High,3,3.39,Suez,25,2105.37,Sea,7.3
24,0,24,On Time,0,"Felixstowe, UK",None,0.61,1.58,0,-1,Standard Shipping,1,2025-11-09 00:00:00,8039,ORD-F14F6D9D,"Mumbai, IN",Perishable Foods,Medium,2,2.341,Suez,25,6471.39,Sea,5
24,0,24,On Time,0,"Felixstowe, UK",None,0.44,3.78,0,-3,Standard Shipping,1,2025-11-11 00:00:00,8412,ORD-132D7552,"Mumbai, IN",Perishable Foods,High,3,3.789,Suez,27,6056.64,Sea,8.1
24,0,24,On Time,0,"Felixstowe, UK",None,0.42,3.49,0,-2,Standard Shipping,1,2025-11-12 00:00:00,6899,ORD-874F0E31,"Mumbai, IN",Consumer Electronics,High,3,3.232,Suez,26,4898.29,Sea,6.7
24,0,24,On Time,0,"Felixstowe, UK",None,0.47,1.2,0,-1,Standard Shipping,1,2025-11-15 00:00:00,3176,ORD-2B832AFC,"Mumbai, IN",Consumer Electronics,Medium,2,3.112,Suez,25,2334.36,Sea,7.6
24,0,24,On Time,0,"Felixstowe, UK",None,0.2,6.1,0,-3,Standard Shipping,1,2025-11-18 00:00:00,8343,ORD-6767ADE0,"Mumbai, IN",Raw Materials,Low,1,1.695,Suez,27,5005.8,Sea,1.1
24,0,24,On Time,0,"Felixstowe, UK",None,0.31,4.48,0,-1,Standard Shipping,1,2025-11-20 00:00:00,2757,ORD-51213504,"Mumbai, IN",Auto Parts,Medium,2,2.366,Suez,25,1805.84,Sea,3.8
24,0,24,On Time,0,"Felixstowe, UK",None,0.83,2.6,0,-2,Standard Shipping,1,2025-11-20 00:00:00,1731,ORD-DF23C966,"Mumbai, IN",Auto Parts,Medium,2,2.819,Suez,26,1583.87,Sea,5.5
22,0,24,On Time,0,"Felixstowe, UK",None,0.29,1.88,0,-5,Standard Shipping,1,2025-11-22 00:00:00,4233,ORD-AFFF6715,"Mumbai, IN",Semiconductors,Low,1,1.837,Suez,27,2730.28,Sea,3.8
3,0,3,On Time,0,"Felixstowe, UK",None,0.84,5.33,0,-1,Standard Shipping,1,2025-11-23 00:00:00,462,ORD-F0F8217E,"Mumbai, IN",Semiconductors,High,3,4.384,Suez,4,4675.44,Air,8.4
23,0,24,On Time,0,"Felixstowe, UK",None,0.74,4.55,0,-2,Standard Shipping,1,2025-11-24 00:00:00,3599,ORD-C652DA78,"Mumbai, IN",Pharmaceuticals,High,3,3.798,Suez,25,3131.13,Sea,7.3
24,0,24,On Time,0,"Felixstowe, UK",None,0.26,3.59,0,-2,Standard Shipping,1,2025-11-30 00:00:00,4162,ORD-55828A0E,"Mumbai, IN",Raw Materials,Medium,2,2.725,Suez,26,2622.06,Sea,5.4
2,0,3,On Time,0,"Felixstowe, UK",None,0.47,4.17,0,-2,Standard Shipping,1,2025-11-30 00:00:00,2976,ORD-A6056199,"Mumbai, IN",Semiconductors,Low,1,1.501,Suez,4,24060.96,Air,1.3
24,0,24,On Time,0,"Felixstowe, UK",None,0.27,2.72,0,-3,Standard Shipping,1,2025-12-01 00:00:00,618,ORD-03FCAD5E,"Mumbai, IN",Auto Parts,High,3,3.571,Suez,27,392.43,Sea,8.3
23,0,24,On Time,0,"Felixstowe, UK",None,0.33,2.68,0,-4,Standard Shipping,1,2025-12-01 00:00:00,5625,ORD-38A5C052,"Mumbai, IN",Semiconductors,Low,1,1.91,Suez,27,3740.62,Sea,3.5
24,0,24,On Time,0,"Felixstowe, UK",None,0.15,6.77,0,-3,Standard Shipping,1,2025-12-14 00:00:00,6996,ORD-5510C66D,"Mumbai, IN",Perishable Foods,High,3,4.887,Suez,27,4022.7,Sea,9.9
26,0,24,On Time,0,"Felixstowe, UK",None,0.25,3.66,0,0,Standard Shipping,1,2025-12-16 00:00:00,4941,ORD-21C56B86,"Mumbai, IN",Pharmaceuticals,Low,1,2.035,Suez,26,3088.12,Sea,3.4
24,0,24,On Time,0,"Felixstowe, UK",None,0.44,1.04,0,-1,Standard Shipping,1,2025-12-16 00:00:00,1575,ORD-8B089865,"Mumbai, IN",Textiles,Low,1,1.911,Suez,25,1134,Sea,4.3
24,0,24,On Time,0,"Felixstowe, UK",None,0.27,5.94,0,-3,Standard Shipping,1,2025-12-24 00:00:00,5550,ORD-87DD9424,"Mumbai, IN",Perishable Foods,High,3,3.585,Suez,27,3524.25,Sea,6.5
3,0,3,On Time,0,"Felixstowe, UK",None,0.81,2.54,0,-1,Standard Shipping,1,2025-12-27 00:00:00,5923,ORD-71CD6D54,"Mumbai, IN",Semiconductors,Medium,2,2.203,Suez,4,58963.47,Air,3.8
24,0,24,On Time,0,"Felixstowe, UK",None,0.29,6.05,0,-3,Standard Shipping,1,2025-12-28 00:00:00,1824,ORD-5B3694A7,"Mumbai, IN",Semiconductors,High,3,3.966,Suez,27,1176.48,Sea,7.5
5,0,3,On Time,0,"Felixstowe, UK",None,0.24,4.48,0,-1,Standard Shipping,1,2025-12-28 00:00:00,4445,ORD-7CA23334,"Mumbai, IN",Semiconductors,High,3,3.349,Suez,6,30314.9,Air,6.7
18,0,18,On Time,0,"Los Angeles, US",None,0.44,3.51,0,-1,Standard Shipping,1,2024-01-07 00:00:00,6197,ORD-412BAAD5,"Shanghai, CN",Consumer Electronics,High,3,4.225,Pacific,19,4461.84,Sea,9.5
3,0,2,On Time,0,"Los Angeles, US",None,0.6,3.57,0,-2,Standard Shipping,1,2024-01-08 00:00:00,4562,ORD-55ABB92F,"Shanghai, CN",Semiconductors,Medium,2,2.454,Pacific,5,40145.6,Air,4.2
19,0,18,On Time,0,"Los Angeles, US",None,0.22,3.76,0,-2,Standard Shipping,1,2024-01-11 00:00:00,9296,ORD-9185C602,"Shanghai, CN",Auto Parts,High,3,4.001,Pacific,21,5670.56,Sea,9
18,0,18,On Time,0,"Los Angeles, US",None,0.36,2.31,0,-3,Standard Shipping,1,2024-01-12 00:00:00,676,ORD-149BEF60,"Shanghai, CN",Textiles,Low,1,1.534,Pacific,21,459.68,Sea,2.6
18,0,18,On Time,0,"Los Angeles, US",None,0.66,4.67,0,-2,Standard Shipping,1,2024-01-14 00:00:00,9695,ORD-7F7E5AED,"Shanghai, CN",Auto Parts,Low,1,1.791,Pacific,20,8046.85,Sea,1.6
18,0,18,On Time,0,"Los Angeles, US",None,0.4,4.16,0,-2,Standard Shipping,1,2024-01-14 00:00:00,2738,ORD-83425721,"Shanghai, CN",Auto Parts,Low,1,1.782,Pacific,20,1916.6,Sea,2.2
3,0,2,On Time,0,"Los Angeles, US",None,0.44,0.98,0,-1,Standard Shipping,1,2024-01-14 00:00:00,1625,ORD-FABFF3D5,"Shanghai, CN",Pharmaceuticals,High,3,3.719,Pacific,4,12870,Air,9.5
18,0,18,On Time,0,"Los Angeles, US",None,0.53,4.32,0,-2,Standard Shipping,1,2024-01-15 00:00:00,423,ORD-737E11F1,"Shanghai, CN",Textiles,High,3,4.533,Pacific,20,323.6,Sea,9.8
2,0,2,On Time,0,"Los Angeles, US",None,0.31,4.58,0,-2,Standard Shipping,1,2024-01-21 00:00:00,2040,ORD-46D62FFB,"Shanghai, CN",Pharmaceuticals,High,3,3.296,Pacific,4,14698.2,Air,6.4
18,0,18,On Time,0,"Los Angeles, US",None,0.86,5.16,0,-3,Standard Shipping,1,2024-01-25 00:00:00,7727,ORD-918C866F,"Shanghai, CN",Auto Parts,Medium,2,2.469,Pacific,21,7186.11,Sea,3
18,0,18,On Time,0,"Los Angeles, US",None,0.74,2.48,0,-2,Standard Shipping,1,2024-01-26 00:00:00,679,ORD-6C8AFA75,"Shanghai, CN",Textiles,Low,1,1.214,Pacific,20,590.73,Sea,1.1
3,0,2,On Time,0,"Los Angeles, US",None,0.29,4.97,0,0,Standard Shipping,1,2024-01-26 00:00:00,4908,ORD-7BE59732,"Shanghai, CN",Pharmaceuticals,High,3,4.03,Pacific,3,34822.26,Air,8.3
18,0,18,On Time,0,"Los Angeles, US",None,0.66,2.29,0,-3,Standard Shipping,1,2024-01-26 00:00:00,5470,ORD-9829B4A2,"Shanghai, CN",Textiles,Low,1,1.455,Pacific,21,4540.1,Sea,2
17,0,18,On Time,0,"Los Angeles, US",None,0.67,4.75,0,-3,Standard Shipping,1,2024-01-26 00:00:00,8993,ORD-BEDD95EA,"Shanghai, CN",Textiles,Medium,2,2.897,Pacific,20,7509.15,Sea,4.7
18,0,18,On Time,0,"Los Angeles, US",None,0.21,1.29,0,-1,Standard Shipping,1,2024-01-30 00:00:00,1653,ORD-1BFBEC98,"Shanghai, CN",Auto Parts,Low,1,0.738,Pacific,19,1000.06,Sea,1.1
18,0,18,On Time,0,"Los Angeles, US",None,0.49,3.54,0,-1,Standard Shipping,1,2024-02-01 00:00:00,1371,ORD-A5F448CC,"Shanghai, CN",Textiles,Low,1,1.804,Pacific,19,1021.39,Sea,2.5
18,0,18,On Time,0,"Los Angeles, US",None,0.46,4.24,0,-2,Standard Shipping,1,2024-02-05 00:00:00,993,ORD-8350D1B4,"Shanghai, CN",Consumer Electronics,High,3,3.785,Pacific,20,724.89,Sea,7.8
18,0,18,On Time,0,"Los Angeles, US",None,0.33,3.46,0,-2,Standard Shipping,1,2024-02-07 00:00:00,996,ORD-A4336282,"Shanghai, CN",Perishable Foods,Medium,2,3.046,Pacific,20,662.34,Sea,6.3
18,0,18,On Time,0,"Los Angeles, US",None,0.62,3.21,0,-2,Standard Shipping,1,2024-02-07 00:00:00,9212,ORD-F43FB861,"Shanghai, CN",Consumer Electronics,High,3,4.351,Pacific,20,7461.72,Sea,9.8
19,0,18,On Time,0,"Los Angeles, US",None,0.59,6.94,0,-2,Standard Shipping,1,2024-02-12 00:00:00,7080,ORD-E4D979CC,"Shanghai, CN",Perishable Foods,Medium,2,2.739,Pacific,21,5628.6,Sea,3.1
18,0,18,On Time,0,"Los Angeles, US",None,0.14,3.01,0,-3,Standard Shipping,1,2024-02-18 00:00:00,4639,ORD-C7244341,"Shanghai, CN",Auto Parts,Medium,2,2.94,Pacific,21,2644.23,Sea,6.5
18,0,18,On Time,0,"Los Angeles, US",None,0.63,1.71,0,-2,Standard Shipping,1,2024-02-22 00:00:00,1995,ORD-4BF3F10F,"Shanghai, CN",Perishable Foods,High,3,3.356,Pacific,20,1625.92,Sea,7.8
2,0,2,On Time,0,"Los Angeles, US",None,0.48,0.14,0,-1,Standard Shipping,1,2024-02-22 00:00:00,5660,ORD-7447578D,"Shanghai, CN",Semiconductors,High,3,3.254,Pacific,3,46072.4,Air,8.6
18,0,18,On Time,0,"Los Angeles, US",None,0.37,4.15,0,-2,Standard Shipping,1,2024-02-26 00:00:00,4127,ORD-2EF69DE2,"Shanghai, CN",Pharmaceuticals,Low,1,1.627,Pacific,20,2827,Sea,1.8
18,0,18,On Time,0,"Los Angeles, US",None,0.6,1.19,0,-3,Standard Shipping,1,2024-03-02 00:00:00,9897,ORD-B7E0C12A,"Shanghai, CN",Semiconductors,Low,1,0.613,Pacific,21,7917.6,Sea,0.3
17,0,18,On Time,0,"Los Angeles, US",None,0.72,2.45,0,-3,Standard Shipping,1,2024-03-03 00:00:00,8974,ORD-DA997AC9,"Shanghai, CN",Auto Parts,Low,1,1.934,Pacific,20,7717.64,Sea,3.2
18,0,18,On Time,0,"Los Angeles, US",None,0.2,2.95,0,-2,Standard Shipping,1,2024-03-09 00:00:00,869,ORD-761F05DD,"Shanghai, CN",Raw Materials,Medium,2,2.675,Pacific,20,521.4,Sea,5.7
2,0,2,On Time,0,"Los Angeles, US",None,0.32,2.62,0,-3,Standard Shipping,1,2024-03-13 00:00:00,9673,ORD-2F3542E0,"Shanghai, CN",Pharmaceuticals,High,3,3.783,Pacific,5,70225.98,Air,8.9
19,0,18,On Time,0,"Los Angeles, US",None,0.43,5.12,0,-2,Standard Shipping,1,2024-03-13 00:00:00,8213,ORD-8C442501,"Shanghai, CN",Textiles,Low,1,1.253,Pacific,21,5872.3,Sea,0.1
18,0,18,On Time,0,"Los Angeles, US",None,0.54,2.61,0,-1,Standard Shipping,1,2024-03-14 00:00:00,5331,ORD-D0F91FF5,"Shanghai, CN",Auto Parts,Low,1,1.43,Pacific,19,4104.87,Sea,1.9
18,0,18,On Time,0,"Los Angeles, US",None,0.6,1.87,0,-1,Standard Shipping,1,2024-03-15 00:00:00,8345,ORD-2F51B91E,"Shanghai, CN",Consumer Electronics,Low,1,0.819,Pacific,19,6676,Sea,0.5
18,0,18,On Time,0,"Los Angeles, US",None,0.38,2.97,0,-2,Standard Shipping,1,2024-03-16 00:00:00,4748,ORD-4E3DDB06,"Shanghai, CN",Perishable Foods,Medium,2,2.69,Pacific,20,3276.12,Sea,5.5
18,0,18,On Time,0,"Los Angeles, US",None,0.46,4.8,0,-1,Standard Shipping,1,2024-03-17 00:00:00,5545,ORD-719E5027,"Shanghai, CN",Perishable Foods,High,3,3.792,Pacific,19,4047.85,Sea,7.5
1,0,2,On Time,0,"Los Angeles, US",None,0.51,3.7,0,-2,Standard Shipping,1,2024-03-19 00:00:00,792,ORD-B0C9FBA4,"Shanghai, CN",Semiconductors,Low,1,1.285,Pacific,3,6577.56,Air,0.9
2,0,2,On Time,0,"Los Angeles, US",None,0.42,3.22,0,-3,Standard Shipping,1,2024-03-20 00:00:00,2929,ORD-017C7796,"Shanghai, CN",Semiconductors,High,3,3.633,Pacific,5,22875.49,Air,8
18,0,18,On Time,0,"Los Angeles, US",None,0.78,1.81,0,-1,Standard Shipping,1,2024-03-22 00:00:00,4994,ORD-8FB80EAE,"Shanghai, CN",Auto Parts,Low,1,1.728,Pacific,19,4444.66,Sea,2.9
17,0,18,On Time,0,"Los Angeles, US",None,0.86,1.98,0,-4,Standard Shipping,1,2024-03-25 00:00:00,8920,ORD-B87653C9,"Shanghai, CN",Perishable Foods,High,3,4.038,Pacific,21,8295.6,Sea,9.3
19,0,18,On Time,0,"Los Angeles, US",None,0.58,5.68,0,0,Standard Shipping,1,2024-03-26 00:00:00,2284,ORD-93C47C8F,"Shanghai, CN",Auto Parts,Medium,2,2.727,Pacific,19,1804.36,Sea,3.8
16,0,18,On Time,0,"Los Angeles, US",None,0.76,3.03,0,-4,Standard Shipping,1,2024-03-27 00:00:00,1726,ORD-FE199A39,"Shanghai, CN",Pharmaceuticals,Medium,2,2.908,Pacific,20,1518.88,Sea,5.6
18,0,18,On Time,0,"Los Angeles, US",None,0.56,4.72,0,-3,Standard Shipping,1,2024-03-30 00:00:00,7551,ORD-D06B978E,"Shanghai, CN",Consumer Electronics,Low,1,1.371,Pacific,21,5889.78,Sea,0.5
18,0,18,On Time,0,"Los Angeles, US",None,0.81,1.83,0,-3,Standard Shipping,1,2024-04-05 00:00:00,1781,ORD-00BCB25B,"Shanghai, CN",Textiles,High,3,3.846,Pacific,21,1611.81,Sea,8.9
18,0,18,On Time,0,"Los Angeles, US",None,0.2,3.8,0,-2,Standard Shipping,1,2024-04-06 00:00:00,1148,ORD-4E1A16B9,"Shanghai, CN",Semiconductors,High,3,3.965,Pacific,20,688.8,Sea,8.9
3,0,2,On Time,0,"Los Angeles, US",None,0.87,2.77,0,0,Standard Shipping,1,2024-04-06 00:00:00,8038,ORD-EE7BCC08,"Shanghai, CN",Semiconductors,High,3,3.466,Pacific,3,82670.83,Air,7.2
